"isbn","author_id"
9780552149518,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9780747532743,"22f015e3-88bf-4609-a450-212c76dfe708"
9780747538486,"22f015e3-88bf-4609-a450-212c76dfe708"
9780552150736,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9780747551003,"22f015e3-88bf-4609-a450-212c76dfe708"
9780747581086,"22f015e3-88bf-4609-a450-212c76dfe708"
9780747591054,"22f015e3-88bf-4609-a450-212c76dfe708"
9780747546290,"22f015e3-88bf-4609-a450-212c76dfe708"
9781904233657,"d60cc524-b52d-4635-85fc-b7c9e713cade"
9780747550990,"22f015e3-88bf-4609-a450-212c76dfe708"
9780552151764,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9781904233886,"d60cc524-b52d-4635-85fc-b7c9e713cade"
9780330457729,"c838efc2-58c2-4e47-bc76-680536e2a4f8"
9780552151696,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9780099450252,"315cf9e5-023a-4eec-8514-41208a215281"
9781904233916,"d60cc524-b52d-4635-85fc-b7c9e713cade"
9781847245458,"06de1351-e993-4653-afac-205b323541fb"
9780747566533,"ce25c791-4db2-4064-879a-f67e35df939b"
9780099464464,"dcd2e1b2-efbe-4ece-bddd-661e297db17f"
9780141017891,"c4f7ad8f-8ba4-4008-883f-0c362d83cc81"
9780099429791,"b26c8ca1-e906-4ec4-8255-ee7c92696969"
9780593054277,"6682fd43-0e3d-4673-916b-d6840b8f83ab"
9780552997041,"70ba4af2-60c3-4774-93f0-ad136eae2569"
9781905654284,"d60cc524-b52d-4635-85fc-b7c9e713cade"
9780747546245,"22f015e3-88bf-4609-a450-212c76dfe708"
9780747591061,"22f015e3-88bf-4609-a450-212c76dfe708"
9781849163422,"06de1351-e993-4653-afac-205b323541fb"
9780752837505,"d1d83b20-142a-4114-aad4-51aae2320c36"
9780349116754,"05994431-3578-4f3d-b73c-0aa02eab6c32"
9780718147655,"ea3b8aae-81b4-4838-bdde-b923262bf265"
9780006512134,"e266baa8-5566-4e65-aa20-cf30f08f7c84"
9780099387916,"f3c384a0-7748-4176-8090-372ed4ab47e3"
9780752877327,"8da25f40-6c3d-47ba-9728-8cf84daecca8"
9780755309511,"a1cf3eb4-3b12-43e1-9874-5aba8d511e0f"
9781841953922,"e6634c06-b598-4d84-a714-3fd94b83ae55"
9780091889487,"0e2cb75d-d96e-4302-afa2-971e4e76e6b8"
9780747599876,"22f015e3-88bf-4609-a450-212c76dfe708"
9780749397548,"0b1ac7b9-d3a3-4b40-a0e7-3cf661f1b5f8"
9780563384304,"2ffd7189-52d4-47eb-9ee7-db93248748fa"
9780330507417,"34b18757-f1f6-4566-8fc1-2f90ccc9323d"
9781861976123,"02950c57-c36c-45e6-a725-5b1afb153fb9"
9780590660549,"53df661d-6ceb-4f06-863d-8cdcd6ffd94d"
9780755331420,"ce5cc161-ad1c-4a9f-8eae-21548733a392"
9781849162746,"06de1351-e993-4653-afac-205b323541fb"
9780330367356,"a065aa2a-ebb2-458c-ae3a-58c3c1792adb"
9780141020525,"24c9614c-f98d-4ea2-bbb2-cd4ff0a48a5b"
9780722532935,"9d88885d-ed0b-4695-9e21-4d41c3571e1e"
9780552996006,"70ba4af2-60c3-4774-93f0-ad136eae2569"
9780099487821,"9f0e5477-bad5-4b45-948e-77c6c8ed6f2d"
9780141011905,"4cdbca3c-2321-43e9-b040-1aa4d87e9672"
9780718154776,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9780099457169,"8a5896dd-7919-4d07-be71-0fecf31278d8"
9780330332774,"a065aa2a-ebb2-458c-ae3a-58c3c1792adb"
9780241003008,"df279480-ad63-45b5-a507-5de249a13a75"
9780747582977,"ce25c791-4db2-4064-879a-f67e35df939b"
9781846051616,"0d023007-791c-4e55-b2cb-32316d519d02"
9780718147709,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9780755307500,"35cbe823-670b-428a-9caf-41ceed0d713c"
9780141030142,"885375d3-ceea-4cf2-98df-7de9d5ddb8e2"
9780007110926,"80c42907-88f4-4fec-86f2-19f07be1a17a"
9780330448444,"dc3a4323-f96b-4522-9324-7e4f70b1c9b8"
9780747561071,"22f015e3-88bf-4609-a450-212c76dfe708"
9780701181840,"743777eb-c0d2-4fcd-bbc2-fce5373db24e"
9780099771517,"558ea0cd-0c9b-4305-92fc-9ecb70db9e28"
9780563384311,"2ffd7189-52d4-47eb-9ee7-db93248748fa"
9780590112895,"53df661d-6ceb-4f06-863d-8cdcd6ffd94d"
9780718148621,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9781904994367,"f130c7d2-203c-4a12-8ca7-a9d54e0455b4"
9781861978769,"1255284a-5061-4f93-b306-78893c46545a"
9780718152437,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9780140276336,"9b3bd43b-ab1d-48e6-be29-05a62f2e7b63"
9780007156108,"4c93c9b2-10fa-45f6-9554-9d0d1c37b855"
9780593059258,"270ef6eb-cba4-4edf-a881-970d8ea64b8b"
9780752893686,"d95182b0-add2-4430-afb8-8f658e81f2c6"
9780007207329,"f4096b69-4f01-4197-b7dd-891bcf226bb3"
9780552998482,"a51ebeb6-853d-4484-a507-bbea31801b07"
9780718144395,"f89d3ef5-73ef-4f42-ac64-8c4b887d6c32"
9780006498407,"0a28971b-61d3-4bf0-b005-92de28b01aec"
9780747563204,"77b9641f-ecd3-4bd4-8e27-a804e76bacd3"
9781847670946,"749edc28-289d-4542-b0f1-a25385f4395c"
